id_compagnie;numero_vol;id_aeroport_depart;id_aeroport_arrivee;id_compagnie_config;nom_config;heure_depart;heure_arrivee;duree;periodicite;id_compagnie_operateur;numero_vol_operateur
NH;688;HIJ;HND;NH;321;20:35;22:00;1h25;;;
NH;692;UBJ;HND;NH;76P;07:40;09:15;1h35;;;
NH;693;HND;UBJ;NH;76P;10:30;12:10;1h40;;;
NH;696;UBJ;HND;NH;76P;12:55;14:30;1h35;;;
NH;697;HND;UBJ;NH;76P;15:15;16:55;1h40;;;
NH;699;HND;UBJ;NH;76P;19:10;20:50;1h40;;;
NH;700;UBJ;HND;NH;76P;17:40;19:15;1h35;;;
NH;741;HND;KUH;NH;738;11:25;13:00;1h35;;;
NH;742;KUH;HND;NH;738;13:40;15:25;1h45;;;
NH;747;HND;NTQ;NH;32A;08:55;09:50;0h55;;;
NH;748;NTQ;HND;NH;32A;10:55;12:00;1h05;;;
NH;749;HND;NTQ;NH;32A;14:55;15:50;0h55;;;
NH;750;NTQ;HND;NH;32A;16:45;17:50;1h05;;;
NH;751;HND;KMQ;NH;76P;08:35;09:35;1h00;;;
NH;752;KMQ;HND;NH;738;07:45;08:55;1h10;;;
NH;753;HND;KMQ;NH;738;10:30;11:30;1h00;;;
NH;754;KMQ;HND;NH;76P;10:15;11:30;1h15;;;
NH;755;HND;KMQ;NH;76P;16:40;17:40;1h00;;;
NH;756;KMQ;HND;NH;738;16:45;17:55;1h10;;;
NH;758;KMQ;HND;NH;76P;18:35;19:50;1h15;;;
NH;759;HND;KMQ;NH;738;19:50;20:50;1h00;;;
NH;771;ITM;CTS;NH;78P;08:40;10:25;1h45;;;
NH;772;CTS;ITM;NH;321;08:30;10:25;1h55;;;
NH;773;ITM;CTS;NH;738;10:55;12:40;1h45;;;
NH;774;CTS;ITM;NH;738;11:00;12:55;1h55;;;
NH;775;ITM;CTS;NH;738;13:40;15:30;1h50;;;
NH;776;CTS;ITM;NH;738;13:05;15:00;1h55;;;
NH;777;ITM;CTS;NH;738;15:35;17:20;1h45;;;
NH;778;CTS;ITM;NH;738;17:10;19:05;1h55;;;
NH;779;ITM;CTS;NH;738;18:55;20:40;1h45;;;
NH;780;CTS;ITM;NH;78P;18:00;19:55;1h55;;;
NH;787;HND;ONJ;NH;738;08:55;10:05;1h10;;;
NH;788;ONJ;HND;NH;738;10:45;12:00;1h15;;;
NH;789;HND;ONJ;NH;738;16:15;17:25;1h10;;;
NH;790;ONJ;HND;NH;738;18:05;19:20;1h15;;;
NH;791;HND;OIT;NH;738;08:30;10:05;1h35;;;
NH;792;OIT;HND;NH;321;07:40;09:10;1h30;;;
NH;793;HND;OIT;NH;32A;10:05;11:45;1h40;;;
NH;794;OIT;HND;NH;738;10:45;12:15;1h30;;;
NH;796;OIT;HND;NH;32A;12:20;14:00;1h40;;;
NH;797;HND;OIT;NH;738;16:00;17:40;1h40;;;
NH;799;HND;OIT;NH;321;19:10;20:50;1h40;;;
NH;800;OIT;HND;NH;738;18:25;20:00;1h35;;;
NH;801;NRT;SIN;NH;77W;18:05;00:15;7h10;;;
NH;802;SIN;NRT;NH;77W;06:00;14:10;7h10;;;
NH;803;NRT;SIN;NH;788i;17:00;23:15;7h15;;;
NH;804;SIN;NRT;NH;788i;00:35;08:45;7h10;;;
NH;805;NRT;BKK;NH;788;18:25;23:10;6h45;;;
NH;806;BKK;NRT;NH;788;06:50;15:00;6h10;;;
NH;807;NRT;BKK;NH;789i;16:55;21:35;6h40;;;
NH;808;BKK;NRT;NH;789i;00:30;08:40;6h10;;;
NH;813;NRT;RGN;NH;763i;13:50;18:30;7h10;;;
NH;814;RGN;NRT;NH;763i;21:45;06:50;6h35;;;
NH;815;NRT;KUL;NH;788;17:20;23:35;7h15;;;
NH;816;KUL;NRT;NH;788;07:05;15:05;7h00;;;
NH;817;NRT;PNH;NH;788;10:50;15:10;6h20;;;
NH;818;PNH;NRT;NH;788;22:50;06:45;5h55;;;
NH;819;NRT;MNL;NH;788;17:20;20:55;4h35;;;
NH;820;MNL;NRT;NH;788;09:30;15:00;4h30;;;
NH;823;NRT;TPE;NH;763i;17:40;20:15;3h35;;;
NH;824;TPE;NRT;NH;763i;08:45;13:00;3h15;;;
NH;827;NRT;DEL;NH;789i;17:35;23:50;9h45;;;
NH;828;DEL;NRT;NH;789i;01:15;12:40;7h55;;;
NH;829;NRT;BOM;NH;789ii;11:20;17:45;9h55;;;
NH;830;BOM;NRT;NH;789ii;20:20;07:50;8h00;;;
NH;831;NRT;SGN;NH;763i;16:40;21:05;6h25;;;
NH;832;SGN;NRT;NH;763i;22:25;06:25;6h00;;;
NH;833;NRT;SGN;NH;763i;18:55;23:25;6h30;;;
NH;834;SGN;NRT;NH;763i;07:00;15:00;6h00;;;
NH;835;NRT;CGK;NH;788;18:05;23:55;7h50;;;
NH;836;CGK;NRT;NH;788;06:15;15:50;7h35;;;
NH;841;HND;SIN;NH;789ii;11:05;17:25;7h20;;;
NH;842;SIN;HND;NH;789ii;11:00;19:10;7h10;;;
NH;843;HND;SIN;NH;789ii;00:20;06:30;7h10;;;
NH;844;SIN;HND;NH;789ii;22:15;06:30;7h15;;;
NH;847;HND;BKK;NH;789ii;11:05;15:40;6h35;;;
NH;848;BKK;HND;NH;789ii;09:35;17:55;6h20;;;
NH;849;HND;BKK;NH;789ii;00:30;05:00;6h30;;;
NH;850;BKK;HND;NH;789ii;22:05;06:15;6h10;;;
NH;851;HND;TSA;NH;78P;10:05;12:30;3h25;;;
NH;852;TSA;HND;NH;78P;13:30;17:45;3h15;;;
NH;853;HND;TSA;NH;78P;13:20;15:45;3h25;;;
NH;854;TSA;HND;NH;78P;16:45;20:50;3h05;;;
NH;855;HND;CGK;NH;789ii;10:15;15:55;7h40;;;
NH;856;CGK;HND;NH;789ii;21:25;06:50;7h25;;;
NH;857;HND;HAN;NH;789;08:55;12:45;5h30;;;
NH;858;HAN;HND;NH;789;15:05;22:15;5h10;;;
NH;861;HND;GMP;NH;78P;08:40;11:05;2h25;;;
NH;862;GMP;HND;NH;78P;07:45;09:55;2h10;;;
NH;864;GMP;HND;NH;78P;12:55;15:00;2h05;;;
NH;865;HND;GMP;NH;78P;16:10;18:35;2h25;;;
NH;867;HND;GMP;NH;78P;20:00;22:20;2h20;;;
NH;868;GMP;HND;NH;78P;20:15;22:30;2h15;;;
NH;869;HND;MNL;NH;78P;09:45;13:30;4h45;;;
NH;870;MNL;HND;NH;78P;14:40;20:00;4h20;;;
NH;879;HND;SYD;NH;789ii;22:10;08:30;9h20;;;
NH;880;SYD;HND;NH;789ii;20:55;05:25;9h30;;;
NH;885;HND;KUL;NH;78P;23:30;06:00;7h30;;;
NH;886;KUL;HND;NH;78P;14:15;22:15;7h00;;;
NH;981;HND;HSG;NH;321;09:55;11:50;1h55;;;
NH;982;HSG;HND;NH;321;12:30;14:10;1h40;;;
NH;983;ITM;CTS;NH;738;17:35;19:20;1h45;;;
NH;984;CTS;ITM;NH;738;14:55;16:50;1h55;;;
NH;985;HND;ITM;NH;78P;06:15;07:20;1h05;;;
NH;986;ITM;HND;NH;772;07:05;08:15;1h10;;;
NH;987;HND;CTS;NH;321;06:25;07:55;1h30;;;
NH;988;CTS;HND;NH;738;21:50;23:30;1h40;;;
NH;990;KIX;HND;NH;321;15:15;16:25;1h10;;;
NH;991;HND;KIX;NH;321;13:20;14:40;1h20;;;
NH;993;HND;OKA;NH;76P;06:40;09:20;2h40;;;
NH;994;OKA;HND;NH;76P;10:10;12:30;2h20;;;
NH;995;HND;OKA;NH;772;09:10;11:55;2h45;;;
NH;996;OKA;HND;NH;772;12:55;15:20;2h25;;;
NH;997;HND;TAK;NH;32A;14:15;15:30;1h15;;;
NH;998;TAK;HND;NH;32A;16:10;17:30;1h20;;;
NH;1087;HND;YGJ;NH;738;12:20;13:40;1h20;;;
NH;1088;YGJ;HND;NH;738;14:20;15:45;1h25;;;
NH;1097;HND;OKA;NH;738;17:15;19:55;2h40;;;
NH;1098;OKA;HND;NH;738;20:00;22:20;2h20;;;
NH;1101;HND;TTJ;NH;32A;13:05;14:20;1h15;;;
NH;1102;TTJ;HND;NH;32A;14:55;16:10;1h15;;;
NH;1103;HND;IWJ;NH;32A;15:30;17:05;1h35;;;
NH;1104;IWJ;HND;NH;32A;17:40;19:15;1h35;;;
NH;1671;ITM;FUK;NH;Q4A;07:05;08:20;1h15;;;
NH;1672;FUK;ITM;NH;Q4A;07:05;08:15;1h10;;;
NH;1702;FUK;KIX;NH;73P;07:50;08:50;1h00;;;
NH;1709;KIX;FUK;NH;73P;19:25;20:40;1h15;;;
NH;1710;CTS;KIX;NH;738;07:45;10:00;2h15;;;
NH;1711;KIX;CTS;NH;738;08:00;09:50;1h50;;;
NH;1713;KIX;CTS;NH;738;10:40;12:30;1h50;;;
NH;1716;CTS;KIX;NH;738;17:25;19:40;2h15;;;
NH;1717;KIX;CTS;NH;738;15:00;16:50;1h50;;;
NH;1718;CTS;KIX;NH;738;19:00;21:10;2h10;;;
NH;1719;KIX;CTS;NH;738;20:15;22:05;1h50;;;
NH;1720;CTS;KIX;NH;738;20:20;22:30;2h10;;;
NH;1891;HND;HAC;NH;32A;07:30;08:25;0h55;;;
NH;1892;HAC;HND;NH;32A;09:00;09:55;0h55;;;
NH;1893;HND;HAC;NH;32A;12:15;13:10;0h55;;;
NH;1894;HAC;HND;NH;32A;14:00;14:55;0h55;;;
NH;1895;HND;HAC;NH;32A;15:50;16:40;0h50;;;
NH;1896;HAC;HND;NH;32A;17:10;18:10;1h00;;;
NH;2141;NRT;FUK;NH;735;10:10;12:20;2h10;;;
NH;2142;FUK;NRT;NH;735;07:15;09:00;1h45;;;
NH;2144;FUK;NRT;NH;735;12:55;14:45;1h50;;;
NH;2145;NRT;FUK;NH;735;17:55;20:05;2h10;;;
NH;2152;CTS;NRT;NH;738;07:50;09:25;1h35;;;
NH;2153;NRT;CTS;NH;738;10:10;11:55;1h45;;;
NH;2154;CTS;NRT;NH;738;13:30;15:15;1h45;;;
NH;2155;NRT;CTS;NH;738;17:55;19:45;1h50;;;
NH;2158;OKA;NRT;NH;76P;12:20;15:00;2h40;;;
NH;2159;NRT;OKA;NH;76P;18:30;21:30;3h00;;;
NH;2176;ITM;NRT;NH;773;07:50;09:10;1h20;;;
NH;2177;NRT;ITM;NH;738;17:00;18:20;1h20;;;
NH;2178;ITM;NRT;NH;738;14:10;15:30;1h20;;;
NH;2179;NRT;ITM;NH;773;18:05;19:25;1h20;;;
NH;3231;NRT;SDJ;NH;735;10:00;11:05;1h05;;;
NH;3232;SDJ;NRT;NH;735;08:05;09:00;0h55;;;
NH;3234;SDJ;NRT;NH;735;14:55;15:55;1h00;;;
NH;3235;NRT;SDJ;NH;735;18:35;19:45;1h10;;;
NH;3239;NRT;KIJ;NH;Q4A;17:40;18:45;1h05;;;
NH;3240;KIJ;NRT;NH;Q4A;14:30;15:35;1h05;;;
NH;3111;NRT;HIJ;;;;;;;FW;11
NH;3114;HIJ;NRT;;;;;;;FW;14
NH;3118;KMQ;NRT;;;;;;;FW;18
NH;3119;NRT;KMQ;;;;;;;FW;19
NH;3155;ITM;FUK;;;;;;;FW;55
NH;3156;FUK;ITM;;;;;;;FW;56
NH;3711;HND;KMJ;;;;;;;6J;11
NH;3712;KMJ;HND;;;;;;;6J;12
NH;3713;HND;KMJ;;;;;;;6J;13
NH;3714;KMJ;HND;;;;;;;6J;14
NH;3715;HND;KMJ;;;;;;;6J;15
NH;3716;KMJ;HND;;;;;;;6J;16
NH;3717;HND;KMJ;;;;;;;6J;17
NH;3718;KMJ;HND;;;;;;;6J;18
NH;3721;HND;KMJ;;;;;;;6J;21
NH;3722;KMJ;HND;;;;;;;6J;22
NH;3731;HND;NGS;;;;;;;6J;31
NH;3733;HND;NGS;;;;;;;6J;33
NH;3734;NGS;HND;;;;;;;6J;34
NH;3735;HND;NGS;;;;;;;6J;35
NH;3738;NGS;HND;;;;;;;6J;38
NH;3739;HND;NGS;;;;;;;6J;39
NH;3740;NGS;HND;;;;;;;6J;40
NH;3742;NGS;HND;;;;;;;6J;42
NH;3751;HND;KMI;;;;;;;6J;51
NH;3752;KMI;HND;;;;;;;6J;52
NH;3753;HND;KMI;;;;;;;6J;53
NH;3754;KMI;HND;;;;;;;6J;54
NH;3755;HND;KMI;;;;;;;6J;55
NH;3756;KMI;HND;;;;;;;6J;56
NH;3757;HND;KMI;;;;;;;6J;57
NH;3758;KMI;HND;;;;;;;6J;58
NH;3759;HND;KMI;;;;;;;6J;59
NH;3760;KMI;HND;;;;;;;6J;60
NH;3761;HND;KMI;;;;;;;6J;61
NH;3762;KMI;HND;;;;;;;6J;62
NH;3763;HND;KMI;;;;;;;6J;63
NH;3764;KMI;HND;;;;;;;6J;64
NH;3771;HND;KOJ;;;;;;;6J;71
NH;3772;KOJ;HND;;;;;;;6J;72
NH;3773;HND;KOJ;;;;;;;6J;73
NH;3774;KOJ;HND;;;;;;;6J;74
NH;3775;HND;KOJ;;;;;;;6J;75
NH;3776;KOJ;HND;;;;;;;6J;76
NH;3777;HND;KOJ;;;;;;;6J;77
NH;3778;KOJ;HND;;;;;;;6J;78
NH;3779;HND;KOJ;;;;;;;6J;79
NH;3782;KOJ;HND;;;;;;;6J;82
NH;3788;OIT;HND;;;;;;;6J;88
NH;3789;HND;OIT;;;;;;;6J;89
NH;3790;OIT;HND;;;;;;;6J;90
NH;3791;HND;OIT;;;;;;;6J;91
NH;3792;OIT;HND;;;;;;;6J;92
NH;3793;HND;OIT;;;;;;;6J;93
NH;3794;OIT;HND;;;;;;;6J;94
NH;3795;HND;OIT;;;;;;;6J;95
NH;3811;HND;UBJ;;;;;;;7G;11
NH;3812;UBJ;HND;;;;;;;7G;12
NH;3813;HND;UBJ;;;;;;;7G;13
NH;3814;UBJ;HND;;;;;;;7G;14
NH;3815;HND;UBJ;;;;;;;7G;15
NH;3816;UBJ;HND;;;;;;;7G;16
NH;3820;KIX;HND;;;;;;;7G;20
NH;3821;HND;KIX;;;;;;;7G;21
NH;3822;KIX;HND;;;;;;;7G;22
NH;3823;HND;KIX;;;;;;;7G;23
NH;3824;KIX;HND;;;;;;;7G;24
NH;3825;HND;KIX;;;;;;;7G;25
NH;3826;KIX;HND;;;;;;;7G;26
NH;3827;HND;KIX;;;;;;;7G;27
NH;3828;KIX;HND;;;;;;;7G;28
NH;3829;HND;KIX;;;;;;;7G;29
NH;3840;FUK;HND;;;;;;;7G;40
NH;3841;HND;FUK;;;;;;;7G;41
NH;3842;FUK;HND;;;;;;;7G;42
NH;3843;HND;FUK;;;;;;;7G;43
NH;3844;FUK;HND;;;;;;;7G;44
NH;3845;HND;FUK;;;;;;;7G;45
NH;3846;FUK;HND;;;;;;;7G;46
NH;3847;HND;FUK;;;;;;;7G;47
NH;3848;FUK;HND;;;;;;;7G;48
NH;3849;HND;FUK;;;;;;;7G;49
NH;3850;FUK;HND;;;;;;;7G;50
NH;3851;HND;FUK;;;;;;;7G;51
NH;3852;FUK;HND;;;;;;;7G;52
NH;3853;HND;FUK;;;;;;;7G;53
NH;3854;FUK;HND;;;;;;;7G;54
NH;3855;HND;FUK;;;;;;;7G;55
NH;3872;KKJ;HND;;;;;;;7G;72
NH;3873;HND;KKJ;;;;;;;7G;73
NH;3874;KKJ;HND;;;;;;;7G;74
NH;3875;HND;KKJ;;;;;;;7G;75
NH;3876;KKJ;HND;;;;;;;7G;76
NH;3877;HND;KKJ;;;;;;;7G;77
NH;3878;KKJ;HND;;;;;;;7G;78
NH;3880;KKJ;HND;;;;;;;7G;80
NH;3881;HND;KKJ;;;;;;;7G;81
NH;3882;KKJ;HND;;;;;;;7G;82
NH;3883;HND;KKJ;;;;;;;7G;83
NH;3885;HND;KKJ;;;;;;;7G;85
NH;3886;KKJ;HND;;;;;;;7G;86
NH;3887;HND;KKJ;;;;;;;7G;87
NH;3888;KKJ;HND;;;;;;;7G;88
NH;3889;HND;KKJ;;;;;;;7G;89
NH;3890;KKJ;HND;;;;;;;7G;90
NH;3891;HND;KKJ;;;;;;;7G;91
NH;3892;KKJ;HND;;;;;;;7G;92
NH;3893;HND;KKJ;;;;;;;7G;93
NH;4711;HND;CTS;;;;;;;HD;11
NH;4712;CTS;HND;;;;;;;HD;12
NH;4714;CTS;HND;;;;;;;HD;14
NH;4715;HND;CTS;;;;;;;HD;15
NH;4716;CTS;HND;;;;;;;HD;16
NH;4718;CTS;HND;;;;;;;HD;18
NH;4719;HND;CTS;;;;;;;HD;19
NH;4720;CTS;HND;;;;;;;HD;20
NH;4721;HND;CTS;;;;;;;HD;21
NH;4723;HND;CTS;;;;;;;HD;23
NH;4724;CTS;HND;;;;;;;HD;24
NH;4725;HND;CTS;;;;;;;HD;25
NH;4726;CTS;HND;;;;;;;HD;26
NH;4728;CTS;HND;;;;;;;HD;28
NH;4729;HND;CTS;;;;;;;HD;29
NH;4731;HND;CTS;;;;;;;HD;31
NH;4732;CTS;HND;;;;;;;HD;32
NH;4735;HND;CTS;;;;;;;HD;35
NH;4736;CTS;HND;;;;;;;HD;36
NH;4737;HND;CTS;;;;;;;HD;37
NH;4738;CTS;HND;;;;;;;HD;38
NH;4739;HND;CTS;;;;;;;HD;39
NH;4743;HND;CTS;;;;;;;HD;43
NH;4744;CTS;HND;;;;;;;HD;44
NH;4757;HND;HKD;;;;;;;HD;57
NH;4758;HKD;HND;;;;;;;HD;58
NH;4759;HND;HKD;;;;;;;HD;59
NH;4760;HKD;HND;;;;;;;HD;60
NH;4761;HND;OBO;;;;;;;HD;61
NH;4762;OBO;HND;;;;;;;HD;62
NH;4765;HND;OBO;;;;;;;HD;65
NH;4766;OBO;HND;;;;;;;HD;66
NH;4767;HND;OBO;;;;;;;HD;67
NH;4768;OBO;HND;;;;;;;HD;68
NH;4771;HND;KUH;;;;;;;HD;71
NH;4772;KUH;HND;;;;;;;HD;72
NH;4773;HND;KUH;;;;;;;HD;73
NH;4774;KUH;HND;;;;;;;HD;74
NH;4775;HND;MMB;;;;;;;HD;75
NH;4776;MMB;HND;;;;;;;HD;76
NH;4777;HND;MMB;;;;;;;HD;77
NH;4778;MMB;HND;;;;;;;HD;78
NH;4779;HND;MMB;;;;;;;HD;79
NH;4780;MMB;HND;;;;;;;HD;80
NH;4781;HND;AKJ;;;;;;;HD;81
NH;4782;AKJ;HND;;;;;;;HD;82
NH;4783;HND;AKJ;;;;;;;HD;83
NH;4784;AKJ;HND;;;;;;;HD;84
NH;4787;HND;AKJ;;;;;;;HD;87
NH;4788;AKJ;HND;;;;;;;HD;88
NH;4818;CTS;UKB;;;;;;;HD;118
NH;4819;UKB;CTS;;;;;;;HD;119
NH;4820;CTS;UKB;;;;;;;HD;120
NH;4821;UKB;CTS;;;;;;;HD;121
